claim_id,days_to_claim,amount,incident_type,is_fraud
CLM-3048,245,7141,Vattenskada,0
CLM-3049,93,7241,Inbrott,0
CLM-3050,75,10087,Vattenskada,0
CLM-3051,259,22592,Bilolycka,0
CLM-3052,131,9183,Inbrott,0
CLM-3053,119,18063,Vattenskada,0
CLM-3054,154,17929,Oklart/Annat,0
CLM-3055,0,4145,Bilolycka,0
CLM-3056,26,24335,Glasskada,0
CLM-3057,77,2624,Glasskada,0
CLM-3058,225,24307,Inbrott,0
CLM-3059,220,38713,Bilolycka,0
CLM-3060,92,500,Inbrott,0
CLM-3061,128,8458,Glasskada,0
CLM-3062,41,12245,Bilolycka,0
CLM-3063,117,1361,Inbrott,0
CLM-3064,154,17086,Bilolycka,0
CLM-3065,104,4653,Bilolycka,0
CLM-3066,272,18658,Glasskada,0
CLM-3067,276,15616,Vattenskada,0
CLM-3068,306,3434,glasskada,0
CLM-3069,223,24011,Glasskada,0
CLM-3070,215,707,Inbrott,0
CLM-3071,151,12190,Bilolycka,0
CLM-3072,215,2394,Bilolycka,0
CLM-3073,240,13725,Vattenskada,0
CLM-3074,13,500,Bilolycka,1
CLM-3075,107,11129,Bilolycka,0
CLM-3076,115,27101,Bilolycka,0
CLM-3077,106,21588,glasskada,0
CLM-3078,258,9579,Bilolycka,0
CLM-3079,225,24821,Bilolycka,0
CLM-3080,220,2079,Inbrott,0
CLM-3081,373,23455,Glasskada,0
CLM-3082,103,16947,Glasskada,0
CLM-3083,209,21358,Oklart/Annat,0
CLM-3084,106,11211,Bilolycka,0
CLM-3085,65,20557,Glasskada,0
CLM-3086,301,13821,Inbrott,0
CLM-3087,148,29192,Bilolycka,0
CLM-3088,20,168305,Inbrott,1
CLM-3089,0,500,Bilolycka,1
CLM-3090,165,36786,Vattenskada,0
CLM-3091,139,3844,Vattenskada,0
CLM-3092,375,16496,Glasskada,0
CLM-3093,130,11542,Inbrott,0
CLM-3094,242,4439,Inbrott,0
CLM-3095,250,21187,Bilolycka,0
CLM-3096,187,23089,Inbrott,0
CLM-3097,52,15709,Glasskada,0
CLM-3098,7,28524,Bilolycka,0
CLM-3099,111,1519,Bilolycka,0
CLM-3100,320,15402,Vattenskada,0
CLM-3101,0,500,Glasskada,1
CLM-3102,235,26313,Inbrott,0
CLM-3103,153,1638,Bilolycka,0
CLM-3104,21,8547,Glasskada,0
CLM-3105,97,23010,Vattenskada,0
CLM-3106,134,2493,Vattenskada,0
CLM-3107,62,10306,Bilolycka,0
CLM-3108,155,23135,Bilolycka,0
CLM-3109,46,25330,Vattenskada,0
CLM-3110,56,500,Bilolycka,0
CLM-3111,134,15223,Vattenskada,0
CLM-3112,42,500,Bilolycka,1
CLM-3113,284,1814,Inbrott,0
CLM-3114,114,9784,Bilolycka,0
CLM-3115,173,3672,Glasskada,0
CLM-3116,250,22386,Vattenskada,0
CLM-3117,298,16265,Inbrott,0
CLM-3118,181,24767,Vattenskada,0
CLM-3119,113,15865,Inbrott,0
CLM-3120,224,33416,Inbrott,0
CLM-3121,103,24051,Vattenskada,0
CLM-3122,279,500,Vattenskada,0
CLM-3123,235,14557,Bilolycka,0
CLM-3124,48,6419,Glasskada,0
CLM-3125,196,15283,Bilolycka,0
CLM-3126,260,3380,Inbrott,0
CLM-3127,143,19543,Vattenskada,0
CLM-3128,126,9636,Glasskada,0
CLM-3129,288,7132,Inbrott,0
CLM-3130,119,13829,Inbrott,0
CLM-3131,230,29217,Glasskada,0
CLM-3132,227,17048,Vattenskada,0
CLM-3133,0,118681,Glasskada,1
CLM-3134,44,39868,Inbrott,1
CLM-3135,0,4432,Vattenskada,0
CLM-3136,48,23516,Bilolycka,0
CLM-3137,277,500,Inbrott,0
CLM-3138,212,21056,Bilolycka,0
CLM-3139,71,16282,Glasskada,0
CLM-3140,345,18333,Bilolycka,0
CLM-3141,208,16284,Glasskada,0
CLM-3142,344,26742,Glasskada,0
CLM-3143,125,31930,Inbrott,0
CLM-3144,79,4890,Inbrott,0
CLM-3145,179,6652,Glasskada,0
CLM-3146,228,28976,Vattenskada,0
CLM-3147,233,19898,Glasskada,0
CLM-3148,358,11286,Bilolycka,0
CLM-3149,286,14661,Inbrott,0
CLM-3150,302,9340,Inbrott,0
CLM-3151,83,3498,Bilolycka,0
CLM-3152,0,500,Inbrott,1
CLM-3153,112,20105,Bilolycka,0
CLM-3154,0,11653,Glasskada,0
CLM-3155,243,6409,Vattenskada,0
CLM-3156,320,19696,Vattenskada,0
CLM-3157,317,11105,Vattenskada,0
CLM-3158,245,12154,Vattenskada,0
CLM-3159,99,16176,Vattenskada,0
CLM-3160,255,7671,Glasskada,0
CLM-3161,423,8303,Bilolycka,0
CLM-3162,167,5448,Bilolycka,0
CLM-3163,77,12507,Vattenskada,0
CLM-3164,255,4672,Bilolycka,0
CLM-3165,130,11972,Vattenskada,0
CLM-3166,211,20341,Bilolycka,0
CLM-3167,117,500,Inbrott,0
CLM-3168,317,4754,Vattenskada,0
CLM-3169,205,22245,Glasskada,0
CLM-3170,219,9408,Glasskada,0
CLM-3171,77,26231,Inbrott,0
CLM-3172,98,21635,Bilolycka,0
CLM-3173,40,14922,inbrott,0
CLM-3174,170,27355,Bilolycka,0
CLM-3175,48,12923,vattenskada,0
CLM-3176,309,25501,Bilolycka,0
CLM-3177,133,19305,Vattenskada,0
CLM-3178,118,13208,Bilolycka,0
CLM-3179,283,29587,Vattenskada,0
CLM-3180,146,13370,Vattenskada,0
CLM-3181,358,18524,Bilolycka,0
CLM-3182,229,13673,Inbrott,0
CLM-3183,118,20090,Vattenskada,0
CLM-3184,224,12934,Vattenskada,0
CLM-3185,266,27447,Vattenskada,0
CLM-3186,198,13116,Vattenskada,0
CLM-3187,205,22360,Inbrott,0
CLM-3188,5,201836,Glasskada,1
CLM-3189,145,4890,Vattenskada,0
CLM-3190,246,19757,Inbrott,0
CLM-3191,170,20204,Vattenskada,0
CLM-3192,243,17740,Glasskada,0
CLM-3193,47,14839,Inbrott,0
CLM-3194,182,500,Bilolycka,0
CLM-3195,173,31307,Vattenskada,0
CLM-3196,214,2528,Glasskada,0
CLM-3197,207,8446,Glasskada,0
CLM-3198,131,34347,Inbrott,0
CLM-3199,299,12733,glasskada,0
CLM-3200,277,11764,Inbrott,0
CLM-3201,318,14474,Oklart/Annat,0
CLM-3202,297,13851,Bilolycka,0
CLM-3203,292,15856,Bilolycka,0
CLM-3204,30,37621,Vattenskada,1
CLM-3205,71,12820,Glasskada,0
CLM-3206,40,146381,Bilolycka,1
CLM-3207,132,20348,Inbrott,0
CLM-3208,197,15577,Glasskada,0
CLM-3209,293,29806,Bilolycka,0
CLM-3210,115,500,Bilolycka,0
CLM-3211,89,21340,Inbrott,0
CLM-3212,81,2426,Glasskada,0
CLM-3213,201,8063,Inbrott,0
CLM-3214,198,25962,Vattenskada,0
CLM-3215,86,8526,Vattenskada,0
CLM-3216,257,29356,vattenskada,0
CLM-3217,21,500,Inbrott,1
CLM-3218,227,13284,Glasskada,0
CLM-3219,153,10317,Inbrott,0
CLM-3220,164,12673,Vattenskada,0
CLM-3221,0,500,Glasskada,1
CLM-3222,246,2966,Vattenskada,0
CLM-3223,59,7348,Inbrott,0
CLM-3224,43,22065,Glasskada,0
CLM-3225,178,19332,Bilolycka,0
CLM-3226,0,10735,Vattenskada,0
CLM-3227,96,10250,Vattenskada,0
CLM-3228,72,3884,Inbrott,0
CLM-3229,89,10187,Vattenskada,0
CLM-3230,95,11320,glasskada,0
CLM-3231,64,30662,Bilolycka,0
CLM-3232,330,500,Bilolycka,0
CLM-3233,402,5821,Bilolycka,0
CLM-3234,295,29179,Inbrott,0
CLM-3235,223,22611,Vattenskada,0
CLM-3236,99,39382,Bilolycka,0
CLM-3237,146,1552,Vattenskada,0
CLM-3238,166,25666,Vattenskada,0
CLM-3239,188,11801,Glasskada,0
CLM-3240,107,25397,Inbrott,0
CLM-3241,281,32775,Vattenskada,0
CLM-3242,148,9580,Inbrott,0
CLM-3243,146,8345,Inbrott,0
CLM-3244,84,2616,Vattenskada,0
CLM-3245,126,1973,Inbrott,0
CLM-3246,195,23608,Glasskada,0
CLM-3247,8,81536,Inbrott,1
CLM-3248,312,10890,Bilolycka,0
CLM-3249,198,14529,Glasskada,0
CLM-3250,162,14564,Glasskada,0
CLM-3251,0,8646,Inbrott,0
CLM-3252,276,6071,Bilolycka,0
CLM-3253,215,500,Oklart/Annat,0
CLM-3254,123,31431,Bilolycka,0
CLM-3255,202,11508,Inbrott,0
CLM-3256,242,18696,Inbrott,0
CLM-3257,52,5302,Glasskada,0
CLM-3258,90,25285,Vattenskada,0
CLM-3259,123,15636,Glasskada,0
CLM-3260,209,19574,Glasskada,0
CLM-3261,182,11702,Inbrott,0
CLM-3262,67,17684,Bilolycka,0
CLM-3263,118,19955,Glasskada,0
CLM-3264,32,12861,Bilolycka,0
CLM-3265,177,9431,Vattenskada,0
CLM-3266,181,10090,Bilolycka,0
CLM-3267,175,28189,Bilolycka,0
CLM-3268,238,20473,vattenskada,0
CLM-3269,280,6983,Glasskada,0
CLM-3270,287,9476,Glasskada,0
CLM-3271,176,13757,Vattenskada,0
CLM-3272,346,15121,Vattenskada,0
CLM-3273,214,3619,Vattenskada,0
CLM-3274,135,17327,Inbrott,0
CLM-3275,61,3133,Glasskada,0
CLM-3276,231,4102,Glasskada,0
CLM-3277,64,22338,Oklart/Annat,0
CLM-3278,319,15394,Inbrott,0
CLM-3279,126,9179,Vattenskada,0
CLM-3280,53,24447,Oklart/Annat,0
CLM-3281,25,57161,Bilolycka,1
CLM-3282,229,7138,Vattenskada,0
CLM-3283,70,14179,Inbrott,0
CLM-3284,247,7794,Bilolycka,0
CLM-3285,208,500,Glasskada,0
CLM-3286,204,8312,Glasskada,0
CLM-3287,232,34638,Inbrott,0
CLM-3288,270,12833,Bilolycka,0
CLM-3289,140,24601,Bilolycka,0
CLM-3290,0,500,Bilolycka,1
CLM-3291,179,10965,Vattenskada,0
CLM-3292,205,10497,Inbrott,0
CLM-3293,209,2487,Bilolycka,0
CLM-3294,218,17784,Bilolycka,0
CLM-3295,33,14881,Inbrott,0
CLM-3296,208,3104,Inbrott,0
CLM-3297,142,26961,inbrott,0
CLM-3298,344,18822,Vattenskada,0
CLM-3299,370,22222,Inbrott,0
CLM-3300,86,11542,Oklart/Annat,0
CLM-3301,157,17226,Vattenskada,0
CLM-3302,130,28694,Inbrott,0
CLM-3303,300,500,Inbrott,0
CLM-3304,73,14034,Glasskada,0
CLM-3305,132,22891,Vattenskada,0
CLM-3306,242,28808,Inbrott,0
CLM-3307,130,8056,Vattenskada,0
CLM-3308,274,500,Bilolycka,0
CLM-3309,166,22080,Glasskada,0
CLM-3310,147,11372,Inbrott,0
CLM-3311,165,20721,Inbrott,0
CLM-3312,164,11614,Glasskada,0
CLM-3313,114,33622,Glasskada,0
CLM-3314,47,11863,Inbrott,0
CLM-3315,98,20609,Vattenskada,0
CLM-3316,253,15180,Inbrott,0
CLM-3317,290,18308,Vattenskada,0
CLM-3318,151,3379,Bilolycka,0
CLM-3319,161,19012,Vattenskada,0
CLM-3320,265,500,bilolycka,0
CLM-3321,76,22234,Glasskada,0
CLM-3322,82,12808,Inbrott,0
CLM-3323,117,10833,Inbrott,0
CLM-3324,128,22995,Vattenskada,0
CLM-3325,196,19525,Inbrott,0
CLM-3326,236,4775,Vattenskada,0
CLM-3327,261,672,Glasskada,0
CLM-3328,433,6063,Bilolycka,0
CLM-3329,243,16331,Vattenskada,0
CLM-3330,328,1754,Glasskada,0
CLM-3331,145,31423,Inbrott,0
CLM-3332,108,13826,Inbrott,0
CLM-3333,263,15415,Vattenskada,0
CLM-3334,279,19294,Vattenskada,0
CLM-3335,232,23883,Inbrott,0
CLM-3336,151,22627,Bilolycka,0
CLM-3337,224,10613,Glasskada,0
CLM-3338,122,31874,Vattenskada,0
CLM-3339,170,16393,Oklart/Annat,0
CLM-3340,229,13368,Inbrott,0
CLM-3341,0,21451,Glasskada,0
CLM-3342,236,6474,Bilolycka,0
CLM-3343,154,15365,Vattenskada,0
CLM-3344,200,18897,Inbrott,0
CLM-3345,250,500,Inbrott,0
CLM-3346,123,12770,bilolycka,0
CLM-3347,165,9741,Glasskada,0
CLM-3348,231,17045,Inbrott,0
CLM-3349,0,29679,Vattenskada,1
CLM-3350,0,20460,Glasskada,0
CLM-3351,101,11140,Inbrott,0
CLM-3352,172,20432,Bilolycka,0
CLM-3353,70,23480,Bilolycka,0
CLM-3354,142,16589,Glasskada,0
CLM-3355,195,5456,Bilolycka,0
CLM-3356,70,19103,Bilolycka,0
CLM-3357,0,500,Bilolycka,1
CLM-3358,122,9148,Glasskada,0
CLM-3359,238,14260,Inbrott,0
CLM-3360,303,22293,Inbrott,0
CLM-3361,201,6785,Oklart/Annat,0
CLM-3362,182,6998,Vattenskada,0
CLM-3363,124,20159,Inbrott,0
CLM-3364,129,15714,Bilolycka,0
CLM-3365,72,8745,Vattenskada,0
CLM-3366,146,27737,Vattenskada,0
CLM-3367,80,12876,Glasskada,0
CLM-3368,186,17393,Vattenskada,0
CLM-3369,110,30889,Inbrott,0
CLM-3370,268,11859,Vattenskada,0
CLM-3371,114,15299,Bilolycka,0
CLM-3372,238,14010,Bilolycka,0
CLM-3373,277,16378,Vattenskada,0
CLM-3374,176,20154,Vattenskada,0
CLM-3375,16,121354,Glasskada,1
CLM-3376,12,126570,Vattenskada,1
CLM-3377,225,23374,Bilolycka,0
CLM-3378,230,18624,Vattenskada,0
CLM-3379,97,20456,Inbrott,0
CLM-3380,355,28847,Inbrott,0
CLM-3381,172,28877,Inbrott,0
CLM-3382,250,15488,Glasskada,0
CLM-3383,85,11393,bilolycka,0
CLM-3384,107,11207,Glasskada,0
CLM-3385,63,24306,Inbrott,0
CLM-3386,62,500,Inbrott,0
CLM-3387,212,24291,Glasskada,0
CLM-3388,338,19283,Vattenskada,0
CLM-3389,5,28811,Bilolycka,0
CLM-3390,108,12010,Glasskada,0
CLM-3391,188,19537,Vattenskada,0
CLM-3392,45,23379,Glasskada,0
CLM-3393,73,14356,Bilolycka,0
CLM-3394,61,22038,Inbrott,0
CLM-3395,0,28151,Inbrott,0
CLM-3396,238,13079,Bilolycka,0
CLM-3397,221,13394,Bilolycka,0
CLM-3398,0,9900,Glasskada,1
CLM-3399,8,161213,Glasskada,1
CLM-3400,36,500,vattenskada,1
CLM-3401,242,23211,Vattenskada,0
CLM-3402,13,20296,Glasskada,0
CLM-3403,218,500,Vattenskada,0
CLM-3404,123,4323,Bilolycka,0
CLM-3405,252,14432,Vattenskada,0
CLM-3406,297,10987,Glasskada,0
CLM-3407,0,135248,Vattenskada,1
CLM-3408,217,29154,Vattenskada,0
CLM-3409,264,16767,Vattenskada,0
CLM-3410,278,17286,Bilolycka,0
CLM-3411,84,500,Bilolycka,0
CLM-3412,313,25954,Bilolycka,0
CLM-3413,125,21496,Vattenskada,0
CLM-3414,222,11055,Glasskada,0
CLM-3415,132,2010,Glasskada,0
CLM-3416,204,14524,Glasskada,0
CLM-3417,181,20772,Glasskada,0
CLM-3418,268,17623,Inbrott,0
CLM-3419,97,26341,Bilolycka,0
CLM-3420,414,8004,Bilolycka,0
CLM-3421,321,8644,Glasskada,0
CLM-3422,108,19408,Vattenskada,0
CLM-3423,21,4176,Inbrott,0
CLM-3424,229,13589,Vattenskada,0
CLM-3425,95,19962,Inbrott,0
CLM-3426,206,500,Vattenskada,0
CLM-3427,94,24256,Vattenskada,0
CLM-3428,352,13002,Bilolycka,0
CLM-3429,112,6019,Bilolycka,0
CLM-3430,393,31669,Vattenskada,0
CLM-3431,136,18427,Vattenskada,0
CLM-3432,211,17720,Bilolycka,0
CLM-3433,184,10752,Bilolycka,0
CLM-3434,94,14333,Glasskada,0
CLM-3435,21,6273,Bilolycka,0
CLM-3436,161,25992,Glasskada,0
CLM-3437,5,24778,inbrott,0
CLM-3438,403,28170,Inbrott,0
CLM-3439,220,18848,Bilolycka,0
CLM-3440,263,33702,Bilolycka,0
CLM-3441,278,11406,Inbrott,0
CLM-3442,381,16494,Glasskada,0
CLM-3443,178,8028,Glasskada,0
CLM-3444,157,21130,Vattenskada,0
CLM-3445,268,21105,Glasskada,0
CLM-3446,119,9877,Bilolycka,0
CLM-3447,0,43104,Glasskada,1
CLM-3448,215,10857,Vattenskada,0
CLM-3449,193,14589,inbrott,0
CLM-3450,66,2201,Glasskada,0
CLM-3451,250,26172,Glasskada,0
CLM-3452,149,19870,Inbrott,0
CLM-3453,271,9944,Inbrott,0
CLM-3454,318,12516,Bilolycka,0
CLM-3455,256,9632,Glasskada,0
CLM-3456,178,11546,Inbrott,0
CLM-3457,223,13026,Vattenskada,0
CLM-3458,221,18097,Vattenskada,0
CLM-3459,239,25009,Vattenskada,0
CLM-3460,241,13629,Inbrott,0
CLM-3461,124,500,Glasskada,0
CLM-3462,114,10922,Bilolycka,0
CLM-3463,142,17249,Vattenskada,0
CLM-3464,182,20546,Vattenskada,0
CLM-3465,47,19595,Glasskada,0
CLM-3466,167,11461,Glasskada,0
CLM-3467,17,29997,Vattenskada,0
CLM-3468,188,8334,Bilolycka,0
CLM-3469,275,4051,Inbrott,0
CLM-3470,232,7939,Glasskada,0
CLM-3471,223,14533,Glasskada,0
CLM-3472,163,16388,Bilolycka,0
CLM-3473,148,2312,Bilolycka,0
CLM-3474,282,17898,Vattenskada,0
CLM-3475,264,14986,Bilolycka,0
CLM-3476,31,13018,Inbrott,0
CLM-3477,140,500,Inbrott,0
CLM-3478,132,5520,glasskada,0
CLM-3479,144,21563,Bilolycka,0
CLM-3480,226,9590,Inbrott,0
CLM-3481,44,500,Bilolycka,0
CLM-3482,109,39533,Vattenskada,0
CLM-3483,166,500,Glasskada,0
CLM-3484,68,11019,Oklart/Annat,0
CLM-3485,341,12819,Inbrott,0
CLM-3486,140,20695,inbrott,0
CLM-3487,93,24915,Bilolycka,0
CLM-3488,145,9977,Vattenskada,0
CLM-3489,188,22250,Inbrott,0
CLM-3490,183,500,Glasskada,0
CLM-3491,124,970,Bilolycka,0
CLM-3492,183,25616,Vattenskada,0
CLM-3493,316,13608,inbrott,0
CLM-3494,288,9148,Bilolycka,0
CLM-3495,287,19821,Bilolycka,0
CLM-3496,186,10935,Oklart/Annat,0
CLM-3497,144,16805,Vattenskada,0
CLM-3498,97,16652,Glasskada,0
CLM-3499,171,2635,Oklart/Annat,0
CLM-3500,82,500,Inbrott,0
CLM-3501,264,16821,Glasskada,0
CLM-3502,335,18981,Bilolycka,0
CLM-3503,240,3531,Vattenskada,0
CLM-3504,148,13988,Inbrott,0
CLM-3505,227,53957,Glasskada,0
CLM-3506,289,17966,Glasskada,0
CLM-3507,185,3557,Inbrott,0
CLM-3508,7,52733,Bilolycka,1
CLM-3509,191,500,Glasskada,0
CLM-3510,119,10267,Glasskada,0
CLM-3511,274,22146,Inbrott,0
CLM-3512,413,11460,Glasskada,0
CLM-3513,137,18283,vattenskada,0
CLM-3514,65,21152,Inbrott,0
CLM-3515,61,21017,Inbrott,0
CLM-3516,163,29770,Vattenskada,0
CLM-3517,295,27407,vattenskada,0
CLM-3518,80,9915,Bilolycka,0
CLM-3519,183,9971,Glasskada,0
CLM-3520,155,22764,Inbrott,0
CLM-3521,45,9186,Vattenskada,0
CLM-3522,302,13622,Inbrott,0
CLM-3523,409,500,Inbrott,0
CLM-3524,230,19479,Vattenskada,0
CLM-3525,45,500,Vattenskada,0
CLM-3526,350,8585,Inbrott,0
CLM-3527,112,18803,Vattenskada,0
CLM-3528,245,11748,Vattenskada,0
CLM-3529,286,10234,Glasskada,0
CLM-3530,211,15947,Inbrott,0
CLM-3531,189,500,Inbrott,0
CLM-3532,9,18196,Inbrott,0
CLM-3533,247,14140,Vattenskada,0
CLM-3534,285,26154,Vattenskada,0
CLM-3535,316,20157,Glasskada,0
CLM-3536,299,13037,Inbrott,0
CLM-3537,165,21995,Bilolycka,0
CLM-3538,115,10777,Inbrott,0
CLM-3539,132,17066,Vattenskada,0
CLM-3540,230,8825,Vattenskada,0
CLM-3541,293,500,Vattenskada,0
CLM-3542,61,11761,Bilolycka,0
CLM-3543,240,34159,Glasskada,0
CLM-3544,122,23687,Inbrott,0
CLM-3545,25,19003,Glasskada,0
CLM-3546,292,5469,Glasskada,0
CLM-3547,186,10682,Vattenskada,0
CLM-3548,292,27058,Bilolycka,0
CLM-3549,307,14840,bilolycka,0
CLM-3550,64,5727,Glasskada,0
CLM-3551,90,10121,Inbrott,0
CLM-3552,158,6849,Inbrott,0
CLM-3553,148,500,Inbrott,0
CLM-3554,182,26754,Glasskada,0
CLM-3555,214,3107,bilolycka,0
CLM-3556,241,15304,Vattenskada,0
CLM-3557,360,8280,Glasskada,0
CLM-3558,128,25416,Bilolycka,0
CLM-3559,157,18130,Inbrott,0
CLM-3560,198,5806,Oklart/Annat,0
CLM-3561,118,500,Vattenskada,0
CLM-3562,262,9623,Bilolycka,0
CLM-3563,278,4383,Glasskada,0
CLM-3564,258,12542,Bilolycka,0
CLM-3565,308,704,Inbrott,0
CLM-3566,191,23799,Glasskada,0
CLM-3567,94,29262,Glasskada,0
CLM-3568,239,16922,Bilolycka,0
CLM-3569,304,13626,Inbrott,0
CLM-3570,142,33990,Inbrott,0
CLM-3571,85,27601,Vattenskada,0
CLM-3572,248,5486,Vattenskada,0
CLM-3573,108,9892,Glasskada,0
CLM-3574,112,28871,Bilolycka,0
CLM-3575,231,13818,Inbrott,0
CLM-3576,190,26332,Bilolycka,0
CLM-3577,143,29652,Inbrott,0
CLM-3578,99,9446,Inbrott,0
CLM-3579,235,31345,Glasskada,0
CLM-3580,105,42646,Vattenskada,0
CLM-3581,0,21069,Inbrott,0
CLM-3582,307,38339,Vattenskada,0
CLM-3583,188,14945,Vattenskada,0
CLM-3584,150,500,Inbrott,0
CLM-3585,105,500,Glasskada,0
CLM-3586,205,17852,Vattenskada,0
CLM-3587,188,10316,Inbrott,0
CLM-3588,5,145724,Inbrott,1
CLM-3589,176,20572,Glasskada,0
CLM-3590,108,10638,Inbrott,0
CLM-3591,71,500,Vattenskada,0
CLM-3592,172,13488,Glasskada,0
CLM-3593,100,3047,Bilolycka,0
CLM-3594,423,13798,Glasskada,0
CLM-3595,182,35663,Oklart/Annat,0
CLM-3596,314,35302,Inbrott,0
CLM-3597,279,29967,Vattenskada,0
CLM-3598,66,500,Oklart/Annat,0
CLM-3599,370,22180,Glasskada,0
CLM-3600,232,20483,Inbrott,0
CLM-3601,125,32744,Inbrott,0
CLM-3602,233,33091,Vattenskada,0
CLM-3603,217,22535,Bilolycka,0
CLM-3604,169,15539,Bilolycka,0
CLM-3605,2,500,Inbrott,1
CLM-3606,207,18948,Inbrott,0
CLM-3607,55,30476,Glasskada,0
CLM-3608,235,11656,Inbrott,0
CLM-3609,81,18610,Vattenskada,0
CLM-3610,84,500,Glasskada,0
CLM-3611,200,20528,Vattenskada,0
CLM-3612,336,29378,Vattenskada,0
CLM-3613,80,10908,Bilolycka,0
CLM-3614,217,13528,Vattenskada,0
CLM-3615,219,24786,Glasskada,0
CLM-3616,141,14566,Inbrott,0
CLM-3617,244,10486,Inbrott,0
CLM-3618,203,9716,Glasskada,0
CLM-3619,151,11424,Glasskada,0
CLM-3620,194,500,Inbrott,0
CLM-3621,349,24076,bilolycka,0
CLM-3622,251,3598,Glasskada,0
CLM-3623,188,10881,Inbrott,0
CLM-3624,112,25762,Inbrott,0
CLM-3625,1,12796,Inbrott,0
CLM-3626,3,161406,Vattenskada,1
CLM-3627,132,9160,Vattenskada,0
CLM-3628,237,29324,Vattenskada,0
CLM-3629,307,16858,Bilolycka,0
CLM-3630,41,500,Inbrott,0
CLM-3631,348,28194,Bilolycka,0
CLM-3632,67,9225,glasskada,0
CLM-3633,167,19444,Bilolycka,0
CLM-3634,88,16451,glasskada,0
CLM-3635,90,26516,Vattenskada,0
CLM-3636,258,3713,Glasskada,0
CLM-3637,264,18253,Glasskada,0
CLM-3638,31,63615,Glasskada,1
CLM-3639,19,18434,Glasskada,0
CLM-3640,302,22567,Inbrott,0
CLM-3641,278,28175,Inbrott,0
CLM-3642,110,16841,Glasskada,0
CLM-3643,0,16993,Inbrott,0
CLM-3644,198,7421,Glasskada,0
CLM-3645,111,23520,Inbrott,0
CLM-3646,109,7422,Vattenskada,0
CLM-3647,141,12307,Bilolycka,0
CLM-3648,349,13500,Bilolycka,0
CLM-3649,249,16838,Bilolycka,0
CLM-3650,0,28793,Vattenskada,0
CLM-3651,180,13981,Glasskada,0
CLM-3652,182,13034,Glasskada,0
CLM-3653,85,500,Vattenskada,0
CLM-3654,256,25864,Bilolycka,0
CLM-3655,323,32236,Inbrott,0
CLM-3656,174,28009,Inbrott,0
CLM-3657,151,4799,glasskada,0
CLM-3658,264,592,Inbrott,0
CLM-3659,401,6065,Bilolycka,0
CLM-3660,322,8052,Vattenskada,0
CLM-3661,173,6750,Bilolycka,0
CLM-3662,209,19954,Inbrott,0
CLM-3663,138,17754,Bilolycka,0
CLM-3664,89,24358,Glasskada,0
CLM-3665,337,8504,Vattenskada,0
CLM-3666,10,16187,Bilolycka,0
CLM-3667,278,23292,Bilolycka,0
CLM-3668,275,31983,Bilolycka,0
CLM-3669,181,19377,Glasskada,0
CLM-3670,198,12229,Bilolycka,0
CLM-3671,84,1409,Bilolycka,0
CLM-3672,261,10675,Bilolycka,0
CLM-3673,137,9744,Inbrott,0
CLM-3674,206,500,Inbrott,0
CLM-3675,175,27880,Glasskada,0
CLM-3676,151,12620,Inbrott,0
CLM-3677,169,18205,Vattenskada,0
CLM-3678,169,1288,Bilolycka,0
CLM-3679,256,12653,Inbrott,0
CLM-3680,184,13751,Vattenskada,0
CLM-3681,123,13689,vattenskada,0
CLM-3682,240,23991,Vattenskada,0
CLM-3683,432,17417,Glasskada,0
CLM-3684,35,500,Glasskada,1
CLM-3685,234,18806,Inbrott,0
CLM-3686,88,12692,Glasskada,0
CLM-3687,167,13272,Bilolycka,0
CLM-3688,235,24244,Bilolycka,0
CLM-3689,246,13625,Vattenskada,0
CLM-3690,109,8219,Inbrott,0
CLM-3691,172,6637,Inbrott,0
CLM-3692,214,22659,bilolycka,0
CLM-3693,306,500,Bilolycka,0
CLM-3694,169,22487,Bilolycka,0
CLM-3695,66,7473,Inbrott,0
CLM-3696,106,500,Bilolycka,0
CLM-3697,127,22921,vattenskada,0
CLM-3698,0,19426,Bilolycka,0
CLM-3699,297,17530,Inbrott,0
CLM-3700,117,10158,Bilolycka,0
CLM-3701,187,9059,Glasskada,0
CLM-3702,237,23789,Vattenskada,0
CLM-3703,21,4585,Bilolycka,0
CLM-3704,22,5398,Inbrott,0
CLM-3705,247,13834,Inbrott,0
CLM-3706,159,10057,Inbrott,0
CLM-3707,322,17651,Vattenskada,0
CLM-3708,118,14790,Vattenskada,0
CLM-3709,173,18003,Bilolycka,0
CLM-3710,232,15059,Glasskada,0
CLM-3711,240,18707,Glasskada,0
CLM-3712,185,17827,Bilolycka,0
CLM-3713,327,33737,Bilolycka,0
CLM-3714,353,27124,Bilolycka,0
CLM-3715,0,12422,Inbrott,0
CLM-3716,115,5749,Glasskada,0
CLM-3717,269,12096,Inbrott,0
CLM-3718,306,13355,Oklart/Annat,0
CLM-3719,41,24242,vattenskada,0
CLM-3720,316,19987,Inbrott,0
CLM-3721,315,20040,Inbrott,0
CLM-3722,277,4733,Inbrott,0
CLM-3723,193,5467,Glasskada,0
CLM-3724,165,18269,Glasskada,0
CLM-3725,105,13748,Inbrott,0
CLM-3726,267,4649,Vattenskada,0
CLM-3727,199,20732,Inbrott,0
CLM-3728,252,23534,Oklart/Annat,0
CLM-3729,123,26673,Bilolycka,0
CLM-3730,153,23133,Glasskada,0
CLM-3731,38,11785,Glasskada,0
